,text
1098,"Robert Downey Jr. presenting life achievement award, the Cecil B. Demile Award, to the great JODIE FOSTER #GoldenGlobes"
1099,"RT @melanieabreu: PÓNGANLE AHOOOOORA A LOS GOLDEN GLOBES, ROBERT DOWNEY JR. ESTA PRESENTANDO, Y SI, ESTOY GRITANDO."
1100,RT @LILOFANFICTION: The Golden Globes are presenting a Lifetime Achievement Award to Lindsay Lohan for aging a lifetime since her first film; her best role yet.
1101,RT @MayeIsla: Jajajajajaja Robert Downey Jr. presenting Jodie Foster the Cecil B. De Mille Award! &lt;3 Epic :) #GoldenGlobes
1102,Robert Downey Jr. presenta el premio Cecil B. DeMille que este año es para Jodie Foster #GoldenGlobes por su trayectoria...
1103,Uma das melhores duplas de apresentadoras que uma premiação podia ter: Tina Fey e Amy Poehler! #GoldenGlobes
1104,"RT @FogelRivka: ""Our next presenter is an actor so versatile that he played Iron Man in three different movies"" -Tina Fey #goldenglobes"
1105,El mejor presentador de #GoldenGlobes
1106,"Oh, Robert Downey Jr, like your tuxedo and presentation, you are fantastic #goldenglobes"
1107,#goldenglobes. Love robert downey jr is presenting to jodi foster luv it!
1108,"RT @CinemaLights: ""El próximo presentador es tan versátil que interpretó a Iron Man en 3 pelis distintas""... xD  #GlobosDeOro #GoldenGlobes"
1109,"""Our next presenter is so versatile. He's played Iron Man in three different movies"" ~Tina Fey #GoldenGlobes"
1110,"It's a god thing the presenters are funny, because I haven't heard of half of the Globe winners! #GoldenGlobes"
1111,RT @TheCookieButter: Oh no. Stallone and Schwarzenegger presenting next? They both always sound like they've got a mouth full of me. #GoldenGlobes
1112,Presenting a plate of hamsters to Jodie Foster is the least crazy thing Mel Gibson has ever done. #GoldenGlobes
1113,Mel Gibson presenting Jodie Foster with a stuffed hamster on a platter is easily the most terrifying #GoldenGlobes moment so far.
1114,Robert Downey Jr. presenta el premio Cecil B. DeMille a Jodie Foster #GoldenGlobes y por una vez un premio de estos no está siendo un coñazo
1115,El actor Robert Downey Jr. presenta el premio Cecil B. DeMille a Judie Foster en los #GoldenGlobes
1116,RT @apoetsprose: RDJ presenting this award is so much perfect I cannot handle #ilovehimsomuch #pmsl #GoldenGlobes
1117,I never get the presenter's jokes.. #GoldenGlobes
1118,Bill Clinton Presents 'Lincoln' At The Golden Globes http://t.co/O6AWAQ6F via @HuffPostEnt
1119,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/cGYys8EP
1120,Genial es ver a Robert D. Jr presentando a Jodie Foster #GoldenGlobes
1121,"RT @VanityFair: In case you stepped out, Mel Gibson just presented Jodie Foster with a stuffed hamster on a silver tray at the #GoldenGlobes"
1122,RDJ presenting Cecil B. DeMille award to Jodie Foster: awesomeness overload. #goldenglobes
1123,RT @karimozena: Huzzah! Fun @LA_mag mention by Robert Downey Jr at @goldenglobes presenting to Jodie Foster.
1124,"Did #jodiefoster just bite a hamster, presented to her by #melgibson on the #GoldenGlobes?"
1125,RT @CinePREMIERE: Schwarzenegger y Stallone presentan Mejor película extranjera y aquí escribimos el nombre del exGobernador a la primera #GoldenGlobes
1126,#GoldenGlobes Robert Downey Jr. Presenta el premio Cecil B. De Mille a Jodie Foster
1127,RT @EonlineLatino: Robert Downey Jr. presenta un homenaje dirigido a Jodie Foster #GoldenGlobes
1128,qué genio Robert Downey Junior presentando el premio honoradio a Jodie Foster #GoldenGlobes @Villamorra
1129,"""Jodie Foster sendo apresentada por Robert Downey Jr, enquanto Mel Gibson faz gracinha na mesa. So. Many. Cool. People! #GoldenGlobes"""
1130,"Jodie Foster es homenajeada por su gran carrera, Robert Downey la presenta y le regala un hamster de peluche. #GoldenGlobes"
1131,"GUAPISIMO!!! ""@EonlineLatino: Robert Downey Jr. presenta un homenaje dirigido a Jodie Foster #GoldenGlobes"""
1132,RT @EonlineLatino: Robert Downey Jr. presenta un homenaje dirigido a Jodie Foster #GoldenGlobes
1133,RT @EonlineLatino: Robert Downey Jr. presenta un homenaje dirigido a Jodie Foster #GoldenGlobes
1134,RT @briandjohnson: I still kinda miss the old days of the #goldenglobes when the presenters didn't have to pretend to be stoned or drunk.
1135,"RT @VanityFair: In case you stepped out, Mel Gibson just presented Jodie Foster with a stuffed hamster on a silver tray at the #GoldenGlobes."
1136,"Irónicamente, a Jodie Foster la presenta Robert Downey Jr. Quien no le calienta ni un poquito. #GoldenGlobes"
1137,"Robert Downey Jr. presenta a Jodie Foster, quien se lleva hoy el codiciado premio Cecil B. Demille a la trayectoria. #GoldenGlobes...!!!"
1138,"RT @peopleenespanol: Robert Downey Jr. presenta a Jodie Foster, quien se lleva hoy el codiciado premio Cecil B. Demille a la trayectoria. #GoldenGlobes"
1139,Will Ferrell and Kristen Wig's presentation was genius. #GoldenGlobes
1140,RT @EonlineLatino: Robert Downey Jr. presenta un homenaje dirigido a Jodie Foster #GoldenGlobes
1141,"RT @peopleenespanol: Robert Downey Jr. presenta a Jodie Foster, quien se lleva hoy el codiciado premio Cecil B. Demille a la trayectoria. #GoldenGlobes"
1142,"RT @VanityFair: In case you stepped out, Mel Gibson just presented Jodie Foster with a stuffed hamster on a silver tray at the #GoldenGlobes."
1143,RT @AFIeditor: Jodie Foster presented with a hamster by Mel Gibson - and Cecil B DeMille Lifetime achievement award. #goldenglobes
1144,RT @EonlineLatino: Robert Downey Jr. presenta un homenaje dirigido a Jodie Foster #GoldenGlobes
1145,"RT @peopleenespanol: Robert Downey Jr. presenta a Jodie Foster, quien se lleva hoy el codiciado premio Cecil B. Demille a la trayectoria. #GoldenGlobes"
1146,"""@amylutz4 A DEMOCRAT IS PRESENTING LINCOLN??? #facepalm #GoldenGlobes"" Not too many conservatives in LaLaLand, justsayin!"
1147,My #FavoriteActor #RobertDowneyJr. presenting at @GoldenGlobes #JodieFosterAward #Awards2013 #GoldenGlobes http://t.co/EvcnmTco
1148,"RT @peopleenespanol: Robert Downey Jr. presenta a Jodie Foster, quien se lleva hoy el codiciado premio Cecil B. Demille a la trayectoria. #GoldenGlobes"
1149,Cecil B. DeMille Award presented to Jodie Foster ➙ http://t.co/PwG3kx5A  #GoldenGlobes
1150,Robert Downey Jr presenta el premio Cecil B. DeMille a Jodie Foster por su carrera #GoldenGlobes
1151,RT @EonlineLatino: Robert Downey Jr. presenta un homenaje dirigido a Jodie Foster #GoldenGlobes
1152,"RT @peopleenespanol: Robert Downey Jr. presenta a Jodie Foster, quien se lleva hoy el codiciado premio Cecil B. Demille a la trayectoria. #GoldenGlobes"
1153,Apparently Tina and Amy sucked all the talent out of the room because none of the presenters' jokes are playing tonight #goldenglobes
1154,#GLOBOSdeORO 2013/ Presentacion de #JodieFOSTER  BRAVO BRAVA BRAVISSIMA / #GoldenGLOBES 2013 #NBC
1155,Espero que en cualquier momento salga Hugo Chavez también a presentar un premio. #GoldenGlobes
1156,"#GoldenGlobes. Downey Jr apresenta homenagem a Judie Foster,ela atua d+,sou fã dos seus filmes."
1157,The fact that RDJ presented Jodie Foster and they both look so fab tonight is just so....I can't /crying/ so much perfection #GoldenGlobes
1158,"Robert Downey Jr. presenta a Jodie Foster, quien se lleva hoy el codiciado premio Cecil B. Demille a la trayectoria. #GoldenGlobes"
1159,RT @todayshow: Tommy Lee Jones is not impressed! Actor's reaction to presenters' jokes is going viral. See here: http://t.co/2PLbVwIK
1160,"RT @peopleenespanol: Robert Downey Jr. presenta a Jodie Foster, quien se lleva hoy el codiciado premio Cecil B. Demille a la trayectoria. #GoldenGlobes"
1161,"""Be the hero of your own life story!"" Cecil B. Demille award presented to Jodie Foster. #GoldenGlobes"
1162,RT @CARASmexico: ¿Qué tal el homenaje en los #GoldenGlobes a Jodie Foster por su carrera artística presentado por el siempre tan chic Robert Downey Jr?
1163,RT @EonlineLatino: Robert Downey Jr. presenta un homenaje dirigido a Jodie Foster #GoldenGlobes
1164,The only thing that would have made this better is if Queen Latifah had presented Jodie Foster with her award. #GoldenGlobes
1165,RT @wkamaubell: The only thing that would have made this better is if Queen Latifah had presented Jodie Foster with her award. #GoldenGlobes
1166,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/oVzGE9kq
1167,"This is as exciting as when #FranklinRoosevelt presented Vivien Leigh with her Oscar for -- oh, wait a minute http://t.co/hnTgVHTl via @THR"
1168,RT @wkamaubell: The only thing that would have made this better is if Queen Latifah had presented Jodie Foster with her award. #GoldenGlobes
1169,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
1170,"RT @celcafe: Robert Downey, Jr. presents Jodie Foster with the Lifetime Achievement Award! Congrats, Jodie! #GoldenGlobes"
1171,RT @TODAY_ent: Robert Downey Jr. presents the Cecil B. DeMille lifetime achievement award to Jodie Foster at the #GoldenGlobes http://t.co/LE6UVSFK
1172,De lo mejor de los #GoldenGlobes definitivamente Robert Downey Jr. presentando el premio para Jodie Foster
1173,"RT @CinePREMIERE: Ahora Robert Downey Jr presenta el premio Cecil B. DeMille a Jodie Foster, ¿su cinta favorita de la actriz/directora? #GoldenGlobes"
1174,Sasha Baren Cohen (sp?) was so truthful and wonderful when presenting and I loved it. #GoldenGlobes
1175,RT @thejimjams: Mel Gibson just presented Jodie Foster with a stuffed hamster on a silver tray at the #GoldenGlobes.”
1176,RT @EonlineLatino: Robert Downey Jr. presenta un homenaje dirigido a Jodie Foster #GoldenGlobes
1177,RT @james_ka_smith: Is George W. Bush presenting next at the #GoldenGlobes? These actors seem to really love former presidents!
1178,RT @wkamaubell: The only thing that would have made this better is if Queen Latifah had presented Jodie Foster with her award. #GoldenGlobes
1179,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/42N0oQfu
1180,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/lo60LLCk
1181,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/tEVUUA2l
1182,Was Arnold Schwarzenegger and Sly Stallone’s award presentation entirely in German? #GoldenGlobes
1183,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/JiuZ8kDk
1184,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/325DiW0C
1185,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/do2semJ8
1186,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/hUcMT80a
1187,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/hSnN0e2F
1188,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton t... http://t.co/41wKgB2B #Hollywood
1189,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/LaeUAzho
1190,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/39WvZwdX
1191,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/hHmuoJTF
1192,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/OsA4cuAL
1193,RT @TODAY_ent: Robert Downey Jr. presents the Cecil B. DeMille lifetime achievement award to Jodie Foster at the #GoldenGlobes http://t.co/LE6UVSFK
1194,RT @TODAY_ent: Robert Downey Jr. presents the Cecil B. DeMille lifetime achievement award to Jodie Foster at the #GoldenGlobes http://t.co/LE6UVSFK
1195,"RT @peopleenespanol: Robert Downey Jr. presenta a Jodie Foster, quien se lleva hoy el codiciado premio Cecil B. Demille a la trayectoria. #GoldenGlobes"
1196,RT @eonline: Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/G0PtBFgZ
1197,Best Presenter of the night: @azizansari! #hilarious #goldenglobes
1198,RT @eonline: Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/G0PtBFgZ
1199,"RT @peopleenespanol: Robert Downey Jr. presenta a Jodie Foster, quien se lleva hoy el codiciado premio Cecil B. Demille a la trayectoria. #GoldenGlobes"
1200,RT @sodas_popcorn: Lifetime Achievement award to Jodie Foster. Presented by Iron Man. #GoldenGlobes
1201,@DiarioTwilight Rob presentando #GoldenGlobes hermoso con su cabello cortito... Ya extrañaba su voz http://t.co/peCrNt8O
1202,RT @wkamaubell: The only thing that would have made this better is if Queen Latifah had presented Jodie Foster with her award. #GoldenGlobes
1203,Cool to see Bill Clinton as a presenter tonight at the #GoldenGlobes.
1204,"Excelente Jodie! Un reconocimiento bien merecido, tu representas el arte del cine!!! #GoldenGlobes #GoldenGlobesAwards"
1205,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/p7MOmbdA
1206,Rob Presenting At The Golden Globes http://t.co/KVVdWHDv
1207,"RT @kelzi_amorim: @KallineAniz Tina Fey e a Amy estão apresentando o Golden Globes e a  Tina falou: ""Taylor não chega perto do filho do fulano, ele é meu""..."
1208,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1209,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1210,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1211,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1212,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1213,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1214,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1215,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1216,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1217,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1218,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1219,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1220,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
